Ticker,Short Name,GICS Sector,GICS Ind Name,Curr Adj Mkt Cap,Mrkt Cap Sum,Weight,EV,ESG Score,UN Glob Comp Sign,% Women on Bd,GHG Scp 1 Est,GHG Scp 1 2 Watrfll Per Sale,Cntry Terrtry Of Rsk,Clmt Rsk Phys Lvl,Clmt Rsk Phys Cat,Fossl Fl Op Rev Pct,Oil Op Rev Pct,Coal Op Rev Pct,Tgt Temp Rise Scp 1 And 2 ST,Comp Clm Sci Bse Emiss Targts,Comp Clm Net 0 Emiss Tgt,Invt In Sustain Prods
CSGP UW,COSTAR GROUP INC,Real Estate,Real Estate Management & Devel,32046.70574,99429445.9,0.0003,28205.00574,2.839999914,#N/A N/A,33.33330154,1.925,4.653,US,80,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
002475 C2,LUXSHARE PRECI-A,Information Technology,"Electronic Equipment, Instrume",32016.51386,99429445.9,0.0003,255626.9867,3.069999933,#N/A N/A,42.85710144,76.285,22.271,CN,95,High Risk,0,0,0,2.17,Y,Y,#N/A N/A
000651 C2,GREE ELECTRIC-A,Consumer Discretionary,Household Durables,32001.04653,99429445.9,0.0003,213963.4606,2.079999924,N,22.22220039,530.308,49.052,CN,89,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601919 C1,COSCO SHIPPING-A,Industrials,Marine Transportation,31900.15231,99429445.9,0.0003,180499.328,6.349999905,N,11.1111002,18684.213,875.205,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
1919 HK,COSCO SHIP HOL-H,Industrials,Marine Transportation,31897.67227,99429445.9,0.0003,180499.3309,6.349999905,N,11.1111002,18684.213,875.205,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
HUBS UN,HUBSPOT INC,Information Technology,Software,31890.76796,99429445.9,0.0003,31146.16496,3.660000086,#N/A N/A,40,0.069,1.756,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ED UN,CONS EDISON INC,Utilities,Multi-Utilities,31864.04078,99429445.9,0.0003,56719.04078,4.510000229,#N/A N/A,36.36360168,2643.686,294.854,US,94,High Risk,19.2908,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
BIIB UW,BIOGEN INC,Health Care,Biotechnology,31836.21706,99429445.9,0.0003,37708.41706,5.849999905,Y,25,65.042,6.334,US,90,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
AHT LN,ASHTEAD GROUP,Industrials,Trading Companies & Distributo,31758.25681,99429445.9,0.0003,42917.72586,2.74000001,N,33.33330154,276.524,39.984,GB,78,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
LYB UN,LYONDELLBASELL-A,Materials,Chemicals,31725.37679,99429445.9,0.0003,42126.40168,6.449999809,#N/A N/A,36.36360168,14495.893,589.259,US,89,High Risk,20.7033,20.7033,0,3.2,#N/A N/A,Y,#N/A N/A
HAL UN,HALLIBURTON CO,Energy,Energy Equipment & Services,31720.34386,99429445.9,0.0003,38662.34386,5.480000019,N,23.07690048,4476.528,201.379,US,72,Moderate Risk,100,100,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
DSV DC,DSV A/S,Industrials,Air Freight & Logistics,31599.56992,99429445.9,0.0003,254650,4.630000114,#N/A N/A,37.5,398.878,20.408,DK,83,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
GLW UN,CORNING INC,Information Technology,"Electronic Equipment, Instrume",31566.41833,99429445.9,0.0003,37902.41833,2.710000038,#N/A N/A,21.42860031,728.4,328.269,US,86,High Risk,0,0,0,1.66,Y,#N/A N/A,#N/A N/A
GRMN UN,GARMIN LTD,Consumer Discretionary,Household Durables,31512.27042,99429445.9,0.0003,28287.81042,3.039999962,#N/A N/A,33.33330154,46.705,32.174,US,83,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
8053 JT,SUMITOMO CORP,Industrials,Trading Companies & Distributo,31221.00551,99429445.9,0.0003,8134787.468,2.779999971,Y,18.18180084,1329.125,42.982,JP,86,High Risk,0,0,0,3.2,N,Y,#N/A N/A
VEEV UN,VEEVA SYSTEMS-A,Health Care,Health Care Technology,31162.74525,99429445.9,0.0003,27190.76425,3.059999943,#N/A N/A,30,0.139,0.548,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
ON UW,ON SEMICONDUCTOR,Information Technology,Semiconductors & Semiconductor,30955.18441,99429445.9,0.0003,32010.08441,6.050000191,#N/A N/A,30,698.711,189.808,US,74,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
5108 JT,BRIDGESTONE CORP,Consumer Discretionary,Automobile Components,30916.29623,99429445.9,0.0003,5062563.524,4.300000191,#N/A N/A,25,1715.901,135.064,JP,84,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
1024 HK,KUAISHOU-W,Communication Services,Interactive Media & Services,30867.10184,99429445.9,0.0003,194727.7677,2.589999914,#N/A N/A,11.1111002,7.367,71.155,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
BCE CT,BCE INC,Communication Services,Diversified Telecommunication,30805.31784,99429445.9,0.0003,82029.26365,4.329999924,Y,38.46149826,134.087,15.162,CA,60,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
DEWA DB,DUBAI ELECTRICIT,Utilities,Multi-Utilities,30765.04139,99429445.9,0.0003,141929.543,4.039999962,#N/A N/A,9.090909958,24802.622,3424.481,AE,100,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
ORA FP,ORANGE,Communication Services,Diversified Telecommunication,30709.28848,99429445.9,0.0003,69446.60278,3.74000001,#N/A N/A,40,332.672,30.995,FR,88,High Risk,0,0,0,1.66,#N/A N/A,#N/A N/A,#N/A N/A
QSR CT,RESTAURANT BRAND,Consumer Discretionary,"Hotels, Restaurants & Leisure",30694.75249,99429445.9,0.0003,44105.27401,3.779999971,#N/A N/A,30,36.431,8.395,CA,71,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
RMD UN,RESMED INC,Health Care,Health Care Equipment & Suppli,30655.12688,99429445.9,0.0003,31584.66188,4.53000021,#N/A N/A,30,4.222,7.032,US,78,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
WEGE3 BS,WEG SA,Industrials,Electrical Equipment,30430.19377,99429445.9,0.0003,155673.4661,4.070000172,#N/A N/A,#N/A N/A,56.046,23.343,BR,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TSCO UW,TRACTOR SUPPLY,Consumer Discretionary,Specialty Retail,30377.735,99429445.9,0.0003,35198.072,6.210000038,#N/A N/A,44.44440079,71.369,19.463,US,79,Moderate Risk,0,0,0,1.72,#N/A N/A,#N/A N/A,#N/A N/A
DFS UN,DISCOVER FINANCI,Financials,Consumer Finance,30294.91758,99429445.9,0.0003,37821.91758,4.019999981,#N/A N/A,38.46149826,6.168,2.614,US,87,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
2020 HK,ANTA SPORTS,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",30292.33828,99429445.9,0.0003,207119.4094,2.710000038,Y,20,4.636,24.561,CN,89,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
PPG UN,PPG INDS INC,Materials,Chemicals,30286.27227,99429445.9,0.0003,36279.27227,4.909999847,#N/A N/A,27.27269936,381.646,52.102,US,83,High Risk,0,0,0,3.02,Y,#N/A N/A,#N/A N/A
6178 JT,JAPAN POST HOLDI,Financials,Insurance,30220.91267,99429445.9,0.0003,-253863709.1,1.860000014,Y,33.33330154,540.945,13.25,JP,84,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
KBC BB,KBC GROUP,Financials,Banks,30172.38238,99429445.9,0.0003,#N/A N/A,3.089999914,Y,37.5,12.504,6.442,BE,98,High Risk,0,0,0,3.2,Y,N,#N/A N/A
6201 JT,TOYOTA INDUSTRIE,Industrials,Machinery,30171.97051,99429445.9,0.0003,5796040.686,5.039999962,N,0,216.65,30.445,JP,86,High Risk,0,0,0,2.13,Y,Y,#N/A N/A
ABX CT,BARRICK GOLD CRP,Materials,Metals & Mining,30168.5711,99429445.9,0.0003,39689.02114,4.829999924,Y,36.36360168,5358.71,603.354,CA,71,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
2412 TT,CHUNGHWA TELECOM,Communication Services,Diversified Telecommunication,30124.15037,99429445.9,0.0003,973444.9817,4.730000019,#N/A N/A,23.07690048,19.994,110.147,TW,92,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
DSFIR NA,DSM-FIRMENICH AG,Materials,Chemicals,30095.28897,99429445.9,0.0003,30192.18255,#N/A Field Not Applicable,Y,33.33330154,741.033,86.139,CH,85,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
ST SP,SINGAPORE TELECO,Communication Services,Diversified Telecommunication,30086.13712,99429445.9,0.0003,47929.63473,5.829999924,Y,42.85710144,6.375,42.906,SG,36,Low Risk,0,0,0,2.04,Y,Y,#N/A N/A
BBAS3 BS,BANCO DO BRASIL,Financials,Banks,30084.62247,99429445.9,0.0003,#N/A N/A,4.949999809,Y,#N/A N/A,29.897,0.981,BR,96,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
BJAUT IS,BAJAJ AUTO LTD,Consumer Discretionary,Automobiles,30075.30919,99429445.9,0.0003,2457813.642,1.49000001,N,8.333330154,7.097,19.043,IN,90,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
XEL UW,XCEL ENERGY INC,Utilities,Electric Utilities,30021.19889,99429445.9,0.0003,58139.19889,5.420000076,#N/A N/A,30.76919937,36545.288,2838.508,US,59,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
HIG UN,HARTFORD FINL SV,Financials,Insurance,29980.72206,99429445.9,0.0003,34366.72206,2.890000105,#N/A N/A,30,8.68,1.117,US,#N/A N/A,#N/A N/A,0,0,0,2.12,#N/A N/A,#N/A N/A,#N/A N/A
CDW UW,CDW CORP/DE,Information Technology,"Electronic Equipment, Instrume",29931.70731,99429445.9,0.0003,34927.70731,4.480000019,#N/A N/A,45.45449829,3.38,1.441,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
DVN UN,DEVON ENERGY CO,Energy,"Oil, Gas & Consumable Fuels",29909.4,99429445.9,0.0003,35382.4,4.619999886,#N/A N/A,36.36360168,4618.283,358.811,US,65,Moderate Risk,100,87.4689,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
DNB NO,DNB BANK ASA,Financials,Banks,29896.05968,99429445.9,0.0003,#N/A N/A,5.699999809,Y,50,0.282,0.023,NO,#N/A N/A,#N/A N/A,0,0,0,1.12,#N/A N/A,Y,#N/A N/A
SIEM IS,SIEMENS LTD,Industrials,Industrial Conglomerates,29877.73625,99429445.9,0.0003,2412762.339,7.230000019,N,11.1111002,12.133,12.283,IN,88,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
BAYN GY,BAYER AG-REG,Health Care,Pharmaceuticals,29877.10696,99429445.9,0.0003,65064.90762,5.429999828,Y,45,1888.173,62.976,DE,83,High Risk,0,0,0,1.72,Y,Y,#N/A N/A
EXR UN,EXTRA SPACE STOR,Real Estate,Specialized REITs,29876.54946,99429445.9,0.0003,42207.89846,4.809999943,#N/A N/A,30,20.984,43.401,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
6594 JT,NIDEC CORP,Industrials,Electrical Equipment,29852.2766,99429445.9,0.0003,5088747.651,3.00999999,Y,50,68.435,49.66,JP,82,High Risk,0,0,0,3.2,N,Y,#N/A N/A
000001 C2,PING AN BANK-A,Financials,Banks,29836.26967,99429445.9,0.0003,#N/A N/A,1.75,N,16.66670036,1.991,4.908,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
HEXAB SS,HEXAGON AB-B,Information Technology,"Electronic Equipment, Instrume",29803.66595,99429445.9,0.0003,30886.25173,3.440000057,#N/A N/A,42.85710144,10.841,8.703,SE,84,High Risk,0,0,0,0,Y,Y,#N/A N/A
6702 JT,FUJITSU LTD,Information Technology,IT Services,29758.14145,99429445.9,0.0003,4733078.675,3.25999999,Y,22.22220039,59.066,15.376,JP,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
WAB UN,WABTEC CORP,Industrials,Machinery,29749.08432,99429445.9,0.0003,33443.08432,4.170000076,#N/A N/A,33.33330154,125.348,28.906,US,82,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
267 HK,CITIC,Industrials,Industrial Conglomerates,29695.33303,99429445.9,0.0003,3745731.173,1.779999971,#N/A N/A,12.5,49070.771,463.428,CN,94,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
ADM UN,ARCHER-DANIELS,Consumer Staples,Food Products,29626.71232,99429445.9,0.0003,40404.71232,5.829999924,Y,36.36360168,13895.594,168.419,US,68,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
MTD UN,METTLER-TOLEDO,Health Care,Life Sciences Tools & Services,29608.7899,99429445.9,0.0003,31625.3459,5.289999962,#N/A N/A,33.33330154,27.179,7.956,US,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
IFC CT,INTACT FINANCIAL,Financials,Insurance,29438.63453,99429445.9,0.0003,45538.95032,2.680000067,#N/A N/A,#N/A N/A,17.631,1.333,CA,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
HNR1 GY,HANNOVER RUECK S,Financials,Insurance,29413.64009,99429445.9,0.0003,31601.95515,5.989999771,#N/A N/A,55.55559921,0.966,0.153,DE,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
1339 HK,PICC GROUP-H,Financials,Insurance,29363.49602,99429445.9,0.0003,405038.9422,1.779999971,#N/A N/A,14.28569984,0.467,0.193,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
FSLR UW,FIRST SOLAR INC,Information Technology,Semiconductors & Semiconductor,29317.57452,99429445.9,0.0003,28009.00252,6.21999979,#N/A N/A,25,6.154,160.354,US,81,High Risk,0,0,0,1.68,#N/A N/A,#N/A N/A,#N/A N/A
SEBA SS,SEB AB-A,Financials,Banks,29314.00636,99429445.9,0.0003,#N/A N/A,4.039999962,Y,46.15380096,0.84,0.103,SE,#N/A N/A,#N/A N/A,0,0,0,3.2,N,Y,#N/A N/A
SEBC SS,SEB AB-C,Financials,Banks,29314.00636,99429445.9,0.0003,#N/A N/A,4.039999962,Y,46.15380096,0.84,0.103,SE,#N/A N/A,#N/A N/A,0,0,0,3.2,N,Y,#N/A N/A
AD NA,KONINKLIJKE AHOL,Consumer Staples,Consumer Staples Distribution,29310.40581,99429445.9,0.0003,41164.12057,4.380000114,Y,44.44440079,1676.893,30.22,NL,84,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ROK UN,ROCKWELL AUTOMAT,Industrials,Electrical Equipment,29247.5148,99429445.9,0.0003,33051.0148,6.190000057,Y,27.27269936,29.09,12.95,US,79,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
VICI UN,VICI PROPERTIES,Real Estate,Specialized REITs,29223.48392,99429445.9,0.0003,45873.87261,3.680000067,N,42.85710144,1.044,1.719,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
AENA SQ,AENA SME SA,Industrials,Transportation Infrastructure,29219.21912,99429445.9,0.0003,32679.033,5.590000153,Y,21.42860031,20.068,8.664,ES,92,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
BJFIN IS,BAJAJ FINSERV LT,Financials,Financial Services,29208.79169,99429445.9,0.0003,5030107,1.909999967,#N/A N/A,11.1111002,14.322,5.256,IN,98,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
ALPHADHA DH,ALPHA DHABI HOLD,Industrials,Industrial Conglomerates,29131.49936,99429445.9,0.0003,134606.871,1.950000048,#N/A N/A,20,412.36,3274.626,AE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
2328 HK,PICC P&C-H,Financials,Insurance,29021.95189,99429445.9,0.0003,241426.2,1.909999967,#N/A N/A,9.090909958,0.45,0.084,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
LR FP,LEGRAND SA,Industrials,Electrical Equipment,28939.13046,99429445.9,0.0003,28977.11562,6.21999979,#N/A N/A,42.85710144,57.814,10.042,FR,82,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
2881 TT,FUBON FINANCIAL,Financials,Insurance,28840.15831,99429445.9,0.0003,1099983.855,5.849999905,#N/A N/A,6.666669846,4.945,2.259,TW,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
SLF CT,SUN LIFE FINANCI,Financials,Insurance,28803.35816,99429445.9,0.0003,36815.90869,3.910000086,#N/A N/A,41.66669846,13.064,1.303,CA,85,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
NA CT,NATL BK CANADA,Financials,Banks,28784.10907,99429445.9,0.0003,#N/A N/A,4.909999847,N,42.85710144,2.876,0.979,CA,97,High Risk,0,0,0,1.69,Y,Y,#N/A N/A
ML FP,MICHELIN,Consumer Discretionary,Automobile Components,28768.54542,99429445.9,0.0003,29772.24935,5.670000076,Y,45.45449829,1260.281,81.502,FR,81,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
GWO CT,GREAT-WEST LIFEC,Financials,Insurance,28742.1646,99429445.9,0.0003,46285.2938,1.75999999,#N/A N/A,#N/A N/A,7.028,1.1,CA,89,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
7011 JT,MITSUBISHI HEAVY,Industrials,Machinery,28612.49538,99429445.9,0.0003,5271517.939,6.019999981,Y,16.66670036,169.293,17.765,JP,83,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
DG UN,DOLLAR GENERAL C,Consumer Staples,Consumer Staples Distribution,28540.12688,99429445.9,0.0003,45941.23688,2.779999971,#N/A N/A,33.33330154,733.79,55.615,US,81,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
VWS DC,VESTAS WIND SYST,Industrials,Electrical Equipment,28554.14879,99429445.9,0.0003,27329.02463,5.690000057,#N/A N/A,45.45449829,87.061,7.086,DK,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
EIX UN,EDISON INTL,Utilities,Electric Utilities,28525.62096,99429445.9,0.0003,68283.62096,6.510000229,#N/A N/A,45.45449829,1470.723,140.832,US,98,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
PUB FP,PUBLICIS GROUPE,Communication Services,Media,28490.91285,99429445.9,0.0003,27534.13073,4.639999866,Y,46.15380096,6.027,1.777,FR,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
EFX UN,EQUIFAX INC,Industrials,Professional Services,28440.4902,99429445.9,0.0003,34015.4902,2.75,#N/A N/A,33.33330154,1.215,5.212,US,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
NTR CT,NUTRIEN LTD,Materials,Chemicals,28421.48903,99429445.9,0.0003,41594.51516,6.510000229,#N/A N/A,33.33330154,9675.646,452.927,CA,68,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
PINS UN,PINTEREST INC -A,Communication Services,Interactive Media & Services,28246.98549,99429445.9,0.0003,25624.91649,3.25999999,#N/A N/A,25,0.799,0.783,US,#N/A N/A,#N/A N/A,0,0,0,1.54,#N/A N/A,#N/A N/A,#N/A N/A
FFH CT,FAIRFAX FINL HLD,Financials,Insurance,28233.13553,99429445.9,0.0003,42130.74733,1.620000005,#N/A N/A,25,165.335,8.904,CA,61,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
6954 JT,FANUC CORP,Industrials,Machinery,28217.29913,99429445.9,0.0003,3909706.687,3.660000086,N,27.27269936,58.444,22.361,JP,78,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
4901 JT,FUJIFILM HOLDING,Information Technology,"Technology Hardware, Storage &",28163.85664,99429445.9,0.0003,4845260.249,3.029999971,Y,20,580.184,48.265,JP,83,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
MAERSKA DC,AP MOLLER-A,Industrials,Marine Transportation,28128.15124,99429445.9,0.0003,37568.08548,6.230000019,#N/A N/A,33.33330154,34890.987,730.244,DK,84,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
MAERSKB DC,AP MOLLER-B,Industrials,Marine Transportation,28128.15124,99429445.9,0.0003,37568.28982,6.230000019,#N/A N/A,33.33330154,34890.987,730.244,DK,84,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
SCMN SE,SWISSCOM AG-REG,Communication Services,Diversified Telecommunication,28104.51608,99429445.9,0.0003,32561.67285,5.039999962,Y,33.33330154,12.368,1.094,CH,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
HMB SS,HENNES & MAURI-B,Consumer Discretionary,Specialty Retail,28099.43048,99429445.9,0.0003,351302.6761,5.940000057,Y,54.54550171,24.889,2.659,SE,76,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
RWE GY,RWE AG,Utilities,Independent Power and Renewabl,28076.19662,99429445.9,0.0003,34613.55118,5.039999962,Y,35,73547.783,2173.913,DE,87,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
NSISB DC,NOVONESIS (NOVOZ,Materials,Chemicals,28061.43831,99429445.9,0.0003,26823.96681,3.549999952,Y,30,46.211,59.527,DK,78,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
ANSS UW,ANSYS INC,Information Technology,Software,27997.10391,99429445.9,0.0003,27798.28491,3.980000019,#N/A N/A,30,1.677,8.636,US,76,Moderate Risk,0,0,0,2.18,#N/A N/A,#N/A N/A,#N/A N/A
068270 KP,CELLTRION INC,Health Care,Biotechnology,27975.81424,99429445.9,0.0003,39862273.78,3.089999914,#N/A N/A,16.66670036,22.038,42.012,KR,92,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
16 HK,SHK PPT,Real Estate,Real Estate Management & Devel,27949.52711,99429445.9,0.0003,350103.6327,2.630000114,N,10,32.813,29.559,HK,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
6301 JT,KOMATSU LTD,Industrials,Machinery,27934.13416,99429445.9,0.0003,5409397.737,5.809999943,Y,11.1111002,126.901,21.343,JP,79,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
VER AV,VERBUND AG,Utilities,Electric Utilities,27924.78561,99429445.9,0.0003,28169.97312,4.849999905,Y,40,589.955,52.634,AT,87,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
NEST IS,NESTLE INDIA LTD,Consumer Staples,Food Products,27850.51042,99429445.9,0.0003,2310728.238,3.319999933,N,33.33330154,233.51,95.634,IN,91,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
RKT UN,ROCKET COS INC-A,Financials,Financial Services,27836.98012,99429445.9,0.0003,27364.41912,2.299999952,#N/A N/A,37.5,41.402,16.753,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
LISP SE,CHOCOLADEFABR-PC,Consumer Staples,Food Products,27775.89779,99429445.9,0.0003,26049.93477,4.110000134,Y,28.57139969,55.135,28.926,CH,85,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
603288 C1,FOSHAN HAITIAN-A,Consumer Staples,Food Products,27769.94245,99429445.9,0.0003,175658.5438,3.380000114,N,22.22220039,207.702,119.246,CN,89,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
TSCO LN,TESCO PLC,Consumer Staples,Consumer Staples Distribution,27766.96905,99429445.9,0.0003,31954.3989,6.489999771,#N/A N/A,41.66669846,900.402,11.539,GB,87,High Risk,9.7392,9.7392,0,1.3,Y,Y,#N/A N/A
IRFC IS,INDIAN RAILWAY F,Financials,Financial Services,27721.90084,99429445.9,0.0003,6421771.12,1.179999948,N,40,398.763,203.417,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
ANTO LN,ANTOFAGASTA PLC,Materials,Metals & Mining,27696.56385,99429445.9,0.0003,31947.4298,4.75,#N/A N/A,36.36360168,1137.683,677.712,CL,91,High Risk,0,0,0,0.96,#N/A N/A,Y,#N/A N/A
APP UW,APPLOVIN CO-CL A,Information Technology,Software,27597.66647,99429445.9,0.0003,30686.78447,1.669999957,#N/A N/A,25,31.918,15.735,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
OWL UN,BLUE OWL CAPITAL,Financials,Capital Markets,27590.21694,99429445.9,0.0003,33366.62494,1.75999999,#N/A N/A,30,24.571,21.832,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
DECK UN,DECKERS OUTDOOR,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",27554.47651,99429445.9,0.0003,26319.30451,3.690000057,#N/A N/A,#N/A N/A,0.358,0.214,US,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
IOCL IS,INDIAN OIL CORP,Energy,"Oil, Gas & Consumable Fuels",27470.09123,99429445.9,0.0003,3525290.756,4.860000134,Y,6.666669846,25100.683,206.838,IN,86,High Risk,100,100,0,3.2,N,Y,#N/A N/A
WPRO IS,WIPRO LTD,Information Technology,IT Services,27442.19717,99429445.9,0.0003,2042477.325,4.820000172,Y,33.33330154,9.517,6.348,IN,83,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
COLOB DC,COLOPLAST-B,Health Care,Health Care Equipment & Suppli,27441.31045,99429445.9,0.0003,207583.68,3.480000019,Y,33.33330154,16.22,6.443,DK,87,High Risk,0,0,0,0.12,Y,#N/A N/A,#N/A N/A
SCHN SE,SCHINDLER HO-REG,Industrials,Machinery,27397.27094,99429445.9,0.0003,21994.39395,4.510000229,#N/A N/A,27.27269936,136.588,12.315,CH,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
SCHP SE,SCHINDLER HLD-PC,Industrials,Machinery,27397.27094,99429445.9,0.0003,21994.39395,4.510000229,#N/A N/A,27.27269936,136.588,12.315,CH,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
GFS UW,GLOBALFOUNDRIES,Information Technology,Semiconductors & Semiconductor,27364.18783,99429445.9,0.0003,25554.18783,3.549999952,#N/A N/A,18.18180084,1499.695,354.824,US,79,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
